Scan Name,Updated,Type,Module,Source,F/P,Data
example-scan,2025-05-12 10:44:43,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/35565278
{'tags': ['google-chrome', 'ssl', 'localhost', 'wamp', 'self-signed'], 'question_score': 89, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 3, 'is_answered': True, 'question_id': 35565278, 'item_type': 'question', 'score': 89, 'last_activity_date': 1747017446, 'creation_date': 1456180402, 'body': 'I setup ssl on localhost (wamp), I made the ssl crt with GnuWIn32.\n\nWhen I try to login with fb in Chrome I get the following message:\n\nURL:\n\n\n\nError:\n\n\n  Your connection is not private.\n      Attackers might be trying to steal your information from localhost (for example, passwords, messages, or credit cards). NET::ERR_CERT_INVALID.\n      localhost normally uses encryption to protect your information. When Chrome tried to connect to localhost this time, the website sent back unusual and incorrect credentials. This may happen when an attacker is trying to pretend to be localhost, or a Wi-Fi sign-in screen has interrupted the"
example-scan,2025-05-12 10:49:14,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/38915240
{'tags': ['javascript', 'ajax', 'seo'], 'question_score': 0, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 1, 'is_answered': False, 'question_id': 38915240, 'item_type': 'question', 'score': 0, 'last_activity_date': 1746869057, 'creation_date': 1470996147, 'body': 'Ho do I replace  so social media (e.g. VK) will be read it by link with a hash-bang? Here is what I&#39;ve tried to do in my  call:\n\n\n\nThey do change on my page dynamically, but with I patse my link to VK (e.g. ) I see title and meta from .\n', 'excerpt': '= data.title;\n    $(&quot;meta[name=&#39;description&#39;]&quot;).attr(&quot;content&quot;, desc);\n    return _this.setArticleData(data, full);\n  };\n\n\nThey do change on my page dynamically, but with I patse my link to VK (e.g. <span class=""highlight"">example.com</span> &hellip; /media/#open-full-178) I see title and meta from <span class=""highlight"">example.com</span>/media/. &hellip; ', 'title': 'Replace t"
example-scan,2025-05-12 10:52:33,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/38915240
{'tags': ['javascript', 'ajax', 'seo'], 'question_score': 0, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 1, 'is_answered': False, 'question_id': 38915240, 'item_type': 'question', 'score': 0, 'last_activity_date': 1746869057, 'creation_date': 1470996147, 'body': 'Ho do I replace  so social media (e.g. VK) will be read it by link with a hash-bang? Here is what I&#39;ve tried to do in my  call:\n\n\n\nThey do change on my page dynamically, but with I patse my link to VK (e.g. ) I see title and meta from .\n', 'excerpt': '= data.title;\n    $(&quot;meta[name=&#39;description&#39;]&quot;).attr(&quot;content&quot;, desc);\n    return _this.setArticleData(data, full);\n  };\n\n\nThey do change on my page dynamically, but with I patse my link to VK (e.g. <span class=""highlight"">example.com</span> &hellip; /media/#open-full-178) I see title and meta from <span class=""highlight"">example.com</span>/media/. &hellip; ', 'title': 'Replace t"
example-scan,2025-05-12 10:55:01,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/38915240
{'tags': ['javascript', 'ajax', 'seo'], 'question_score': 0, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 1, 'is_answered': False, 'question_id': 38915240, 'item_type': 'question', 'score': 0, 'last_activity_date': 1746869057, 'creation_date': 1470996147, 'body': 'Ho do I replace  so social media (e.g. VK) will be read it by link with a hash-bang? Here is what I&#39;ve tried to do in my  call:\n\n\n\nThey do change on my page dynamically, but with I patse my link to VK (e.g. ) I see title and meta from .\n', 'excerpt': '= data.title;\n    $(&quot;meta[name=&#39;description&#39;]&quot;).attr(&quot;content&quot;, desc);\n    return _this.setArticleData(data, full);\n  };\n\n\nThey do change on my page dynamically, but with I patse my link to VK (e.g. <span class=""highlight"">example.com</span> &hellip; /media/#open-full-178) I see title and meta from <span class=""highlight"">example.com</span>/media/. &hellip; ', 'title': 'Replace t"
example-scan,2025-05-12 10:45:04,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/38915240
{'tags': ['javascript', 'ajax', 'seo'], 'question_score': 0, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 1, 'is_answered': False, 'question_id': 38915240, 'item_type': 'question', 'score': 0, 'last_activity_date': 1746869057, 'creation_date': 1470996147, 'body': 'Ho do I replace  so social media (e.g. VK) will be read it by link with a hash-bang? Here is what I&#39;ve tried to do in my  call:\n\n\n\nThey do change on my page dynamically, but with I patse my link to VK (e.g. ) I see title and meta from .\n', 'excerpt': '= data.title;\n    $(&quot;meta[name=&#39;description&#39;]&quot;).attr(&quot;content&quot;, desc);\n    return _this.setArticleData(data, full);\n  };\n\n\nThey do change on my page dynamically, but with I patse my link to VK (e.g. <span class=""highlight"">example.com</span> &hellip; /media/#open-full-178) I see title and meta from <span class=""highlight"">example.com</span>/media/. &hellip; ', 'title': 'Replace t"
example-scan,2025-05-12 10:49:16,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/42914666
{'tags': ['javascript', 'reactjs', 'http-redirect', 'react-router', 'react-router-redux'], 'question_score': 319, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 27, 'is_answered': True, 'question_id': 42914666, 'item_type': 'question', 'score': 319, 'last_activity_date': 1746819120, 'creation_date': 1490046881, 'body': 'Since I&#39;m using React Router to handle my routes in a React app, I&#39;m curious if there is a way to redirect to an external resource.\nSay someone hits:\n\nI would like it to redirect to:\n\nI&#39;m finding exactly zero help in avoiding writing it in plain JavaScript at my index.html loading with something like:\n\n', 'excerpt': 'Say someone hits:\n<span class=""highlight"">example.com</span>/privacy-policy\nI would like it to redirect to:\nexample.zendesk.com/hc/en-us/articles/123456789-Privacy-Policies\nI&#39;m finding exactly zero help in avoiding writing it in plain &hellip; ', 'title': 'React-Router Extern"
example-scan,2025-05-12 10:52:36,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/42914666
{'tags': ['javascript', 'reactjs', 'http-redirect', 'react-router', 'react-router-redux'], 'question_score': 319, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 27, 'is_answered': True, 'question_id': 42914666, 'item_type': 'question', 'score': 319, 'last_activity_date': 1746819120, 'creation_date': 1490046881, 'body': 'Since I&#39;m using React Router to handle my routes in a React app, I&#39;m curious if there is a way to redirect to an external resource.\nSay someone hits:\n\nI would like it to redirect to:\n\nI&#39;m finding exactly zero help in avoiding writing it in plain JavaScript at my index.html loading with something like:\n\n', 'excerpt': 'Say someone hits:\n<span class=""highlight"">example.com</span>/privacy-policy\nI would like it to redirect to:\nexample.zendesk.com/hc/en-us/articles/123456789-Privacy-Policies\nI&#39;m finding exactly zero help in avoiding writing it in plain &hellip; ', 'title': 'React-Router Extern"
example-scan,2025-05-12 10:55:04,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/42914666
{'tags': ['javascript', 'reactjs', 'http-redirect', 'react-router', 'react-router-redux'], 'question_score': 319, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 27, 'is_answered': True, 'question_id': 42914666, 'item_type': 'question', 'score': 319, 'last_activity_date': 1746819120, 'creation_date': 1490046881, 'body': 'Since I&#39;m using React Router to handle my routes in a React app, I&#39;m curious if there is a way to redirect to an external resource.\nSay someone hits:\n\nI would like it to redirect to:\n\nI&#39;m finding exactly zero help in avoiding writing it in plain JavaScript at my index.html loading with something like:\n\n', 'excerpt': 'Say someone hits:\n<span class=""highlight"">example.com</span>/privacy-policy\nI would like it to redirect to:\nexample.zendesk.com/hc/en-us/articles/123456789-Privacy-Policies\nI&#39;m finding exactly zero help in avoiding writing it in plain &hellip; ', 'title': 'React-Router Extern"
example-scan,2025-05-12 10:45:07,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/42914666
{'tags': ['javascript', 'reactjs', 'http-redirect', 'react-router', 'react-router-redux'], 'question_score': 319, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 27, 'is_answered': True, 'question_id': 42914666, 'item_type': 'question', 'score': 319, 'last_activity_date': 1746819120, 'creation_date': 1490046881, 'body': 'Since I&#39;m using React Router to handle my routes in a React app, I&#39;m curious if there is a way to redirect to an external resource.\nSay someone hits:\n\nI would like it to redirect to:\n\nI&#39;m finding exactly zero help in avoiding writing it in plain JavaScript at my index.html loading with something like:\n\n', 'excerpt': 'Say someone hits:\n<span class=""highlight"">example.com</span>/privacy-policy\nI would like it to redirect to:\nexample.zendesk.com/hc/en-us/articles/123456789-Privacy-Policies\nI&#39;m finding exactly zero help in avoiding writing it in plain &hellip; ', 'title': 'React-Router Extern"
example-scan,2025-05-12 10:49:18,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/49252680
{'tags': ['linux', 'bash', 'centos', 'devops', 'system-administration'], 'question_score': 18, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 6, 'is_answered': True, 'question_id': 49252680, 'item_type': 'question', 'score': 18, 'last_activity_date': 1746818932, 'creation_date': 1520933793, 'body': 'I am quite new BASH scripting and I am trying to create my own script to download/build from source a package. However I would like to add some interaction to my script to make it future ready for newer versions.\n\nMy script asks the user for the version they would like to install and generates the wget command and download link. See excerpt below:\n\n\n\nThis works OK, however if you look at the url it contains 1.10, I would like to pull just the major/minor version from the provided string and pre-populate that also.\n\nIs there a function I can use to achieve this?\n\nThanks in advance.\n', 'excerpt': 'See excerpt below:\n\n# Ask u"
example-scan,2025-05-12 10:52:38,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/49252680
{'tags': ['linux', 'bash', 'centos', 'devops', 'system-administration'], 'question_score': 18, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 6, 'is_answered': True, 'question_id': 49252680, 'item_type': 'question', 'score': 18, 'last_activity_date': 1746818932, 'creation_date': 1520933793, 'body': 'I am quite new BASH scripting and I am trying to create my own script to download/build from source a package. However I would like to add some interaction to my script to make it future ready for newer versions.\n\nMy script asks the user for the version they would like to install and generates the wget command and download link. See excerpt below:\n\n\n\nThis works OK, however if you look at the url it contains 1.10, I would like to pull just the major/minor version from the provided string and pre-populate that also.\n\nIs there a function I can use to achieve this?\n\nThanks in advance.\n', 'excerpt': 'See excerpt below:\n\n# Ask u"
example-scan,2025-05-12 10:55:06,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/49252680
{'tags': ['linux', 'bash', 'centos', 'devops', 'system-administration'], 'question_score': 18, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 6, 'is_answered': True, 'question_id': 49252680, 'item_type': 'question', 'score': 18, 'last_activity_date': 1746818932, 'creation_date': 1520933793, 'body': 'I am quite new BASH scripting and I am trying to create my own script to download/build from source a package. However I would like to add some interaction to my script to make it future ready for newer versions.\n\nMy script asks the user for the version they would like to install and generates the wget command and download link. See excerpt below:\n\n\n\nThis works OK, however if you look at the url it contains 1.10, I would like to pull just the major/minor version from the provided string and pre-populate that also.\n\nIs there a function I can use to achieve this?\n\nThanks in advance.\n', 'excerpt': 'See excerpt below:\n\n# Ask u"
example-scan,2025-05-12 10:45:09,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/49252680
{'tags': ['linux', 'bash', 'centos', 'devops', 'system-administration'], 'question_score': 18, 'is_accepted': False, 'has_accepted_answer': True, 'answer_count': 6, 'is_answered': True, 'question_id': 49252680, 'item_type': 'question', 'score': 18, 'last_activity_date': 1746818932, 'creation_date': 1520933793, 'body': 'I am quite new BASH scripting and I am trying to create my own script to download/build from source a package. However I would like to add some interaction to my script to make it future ready for newer versions.\n\nMy script asks the user for the version they would like to install and generates the wget command and download link. See excerpt below:\n\n\n\nThis works OK, however if you look at the url it contains 1.10, I would like to pull just the major/minor version from the provided string and pre-populate that also.\n\nIs there a function I can use to achieve this?\n\nThanks in advance.\n', 'excerpt': 'See excerpt below:\n\n# Ask u"
example-scan,2025-05-12 10:48:59,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/50406677
{'tags': ['vuejs2', 'bootstrap-4', 'vue-component', 'bootstrap-vue'], 'question_score': 4, 'is_accepted': False, 'has_accepted_answer': False, 'answer_count': 4, 'is_answered': False, 'question_id': 50406677, 'item_type': 'question', 'score': 4, 'last_activity_date': 1746936155, 'creation_date': 1526630979, 'body': 'I have a list group whose list items are rendered from an API call.\nFor example,\n\n\n\nI have the below HTML,\n\n\n\nThe tooltip does not work when hovered on the item. Can you please help me understand why that is and how it can be fixed? Thanks\n', 'excerpt': 'For example,\n\n  {\n    &quot;MenuID&quot;: &quot;1&quot;,\n    &quot;Name&quot;: &quot;&lt;span v-b-tooltip.hover title=\\&quot;Self Help Training\\&quot;&gt;Help&lt;/span&gt;&quot;,\n    &quot;Url&quot;: &quot;<span class=""highlight"">example.com</span>&quot;\n  }\n\n\nI have the below HTML,\n\n  &lt;ul class=&quot;list-group list-group-flush &hellip; ', 'title': 'Vue Bootstra"
example-scan,2025-05-12 10:52:18,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/50406677
{'tags': ['vuejs2', 'bootstrap-4', 'vue-component', 'bootstrap-vue'], 'question_score': 4, 'is_accepted': False, 'has_accepted_answer': False, 'answer_count': 4, 'is_answered': False, 'question_id': 50406677, 'item_type': 'question', 'score': 4, 'last_activity_date': 1746936155, 'creation_date': 1526630979, 'body': 'I have a list group whose list items are rendered from an API call.\nFor example,\n\n\n\nI have the below HTML,\n\n\n\nThe tooltip does not work when hovered on the item. Can you please help me understand why that is and how it can be fixed? Thanks\n', 'excerpt': 'For example,\n\n  {\n    &quot;MenuID&quot;: &quot;1&quot;,\n    &quot;Name&quot;: &quot;&lt;span v-b-tooltip.hover title=\\&quot;Self Help Training\\&quot;&gt;Help&lt;/span&gt;&quot;,\n    &quot;Url&quot;: &quot;<span class=""highlight"">example.com</span>&quot;\n  }\n\n\nI have the below HTML,\n\n  &lt;ul class=&quot;list-group list-group-flush &hellip; ', 'title': 'Vue Bootstra"
example-scan,2025-05-12 10:54:45,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/50406677
{'tags': ['vuejs2', 'bootstrap-4', 'vue-component', 'bootstrap-vue'], 'question_score': 4, 'is_accepted': False, 'has_accepted_answer': False, 'answer_count': 4, 'is_answered': False, 'question_id': 50406677, 'item_type': 'question', 'score': 4, 'last_activity_date': 1746936155, 'creation_date': 1526630979, 'body': 'I have a list group whose list items are rendered from an API call.\nFor example,\n\n\n\nI have the below HTML,\n\n\n\nThe tooltip does not work when hovered on the item. Can you please help me understand why that is and how it can be fixed? Thanks\n', 'excerpt': 'For example,\n\n  {\n    &quot;MenuID&quot;: &quot;1&quot;,\n    &quot;Name&quot;: &quot;&lt;span v-b-tooltip.hover title=\\&quot;Self Help Training\\&quot;&gt;Help&lt;/span&gt;&quot;,\n    &quot;Url&quot;: &quot;<span class=""highlight"">example.com</span>&quot;\n  }\n\n\nI have the below HTML,\n\n  &lt;ul class=&quot;list-group list-group-flush &hellip; ', 'title': 'Vue Bootstra"
example-scan,2025-05-12 10:44:47,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/50406677
{'tags': ['vuejs2', 'bootstrap-4', 'vue-component', 'bootstrap-vue'], 'question_score': 4, 'is_accepted': False, 'has_accepted_answer': False, 'answer_count': 4, 'is_answered': False, 'question_id': 50406677, 'item_type': 'question', 'score': 4, 'last_activity_date': 1746936155, 'creation_date': 1526630979, 'body': 'I have a list group whose list items are rendered from an API call.\nFor example,\n\n\n\nI have the below HTML,\n\n\n\nThe tooltip does not work when hovered on the item. Can you please help me understand why that is and how it can be fixed? Thanks\n', 'excerpt': 'For example,\n\n  {\n    &quot;MenuID&quot;: &quot;1&quot;,\n    &quot;Name&quot;: &quot;&lt;span v-b-tooltip.hover title=\\&quot;Self Help Training\\&quot;&gt;Help&lt;/span&gt;&quot;,\n    &quot;Url&quot;: &quot;<span class=""highlight"">example.com</span>&quot;\n  }\n\n\nI have the below HTML,\n\n  &lt;ul class=&quot;list-group list-group-flush &hellip; ', 'title': 'Vue Bootstra"
example-scan,2025-05-12 10:48:56,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/51753965
{'tags': ['javascript', 'jquery', 'ripple'], 'question_score': 1, 'is_accepted': False, 'answer_id': 79617073, 'is_answered': False, 'question_id': 51753965, 'item_type': 'answer', 'score': -1, 'last_activity_date': 1747013627, 'creation_date': 1747013499, 'body': 'here&#39;s the example code that looks similar to the typescript\nunlike other ripple button with this link example\n[https://css-tricks.com/how-to-recreate-the-ripple-effect-of-material-design-buttons/][1]\nbut with this code it&#39;s use the keyboard mouse and touch to start ripple effect on your button\nhere&#39;s the full code html with javascript and css\n\n\n\n\n\n\n\n\n', 'excerpt': 'data-hover-color=&quot;rgb(255, 51, 51)&quot; \n           data-text-color=&quot;rgb(255, 255, 255)&quot;&gt;\n            &lt;span class=&quot;hover-overlay&quot;&gt;&lt;/span&gt;\n            Red Ripple\n        &lt;/a&gt;\n        &lt;a href=&quot;https://<span class=""highlight"">example.com</span> &h"
example-scan,2025-05-12 10:52:15,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/51753965
{'tags': ['javascript', 'jquery', 'ripple'], 'question_score': 1, 'is_accepted': False, 'answer_id': 79617073, 'is_answered': False, 'question_id': 51753965, 'item_type': 'answer', 'score': -1, 'last_activity_date': 1747013627, 'creation_date': 1747013499, 'body': 'here&#39;s the example code that looks similar to the typescript\nunlike other ripple button with this link example\n[https://css-tricks.com/how-to-recreate-the-ripple-effect-of-material-design-buttons/][1]\nbut with this code it&#39;s use the keyboard mouse and touch to start ripple effect on your button\nhere&#39;s the full code html with javascript and css\n\n\n\n\n\n\n\n\n', 'excerpt': 'data-hover-color=&quot;rgb(255, 51, 51)&quot; \n           data-text-color=&quot;rgb(255, 255, 255)&quot;&gt;\n            &lt;span class=&quot;hover-overlay&quot;&gt;&lt;/span&gt;\n            Red Ripple\n        &lt;/a&gt;\n        &lt;a href=&quot;https://<span class=""highlight"">example.com</span> &h"
example-scan,2025-05-12 10:54:43,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/51753965
{'tags': ['javascript', 'jquery', 'ripple'], 'question_score': 1, 'is_accepted': False, 'answer_id': 79617073, 'is_answered': False, 'question_id': 51753965, 'item_type': 'answer', 'score': -1, 'last_activity_date': 1747013627, 'creation_date': 1747013499, 'body': 'here&#39;s the example code that looks similar to the typescript\nunlike other ripple button with this link example\n[https://css-tricks.com/how-to-recreate-the-ripple-effect-of-material-design-buttons/][1]\nbut with this code it&#39;s use the keyboard mouse and touch to start ripple effect on your button\nhere&#39;s the full code html with javascript and css\n\n\n\n\n\n\n\n\n', 'excerpt': 'data-hover-color=&quot;rgb(255, 51, 51)&quot; \n           data-text-color=&quot;rgb(255, 255, 255)&quot;&gt;\n            &lt;span class=&quot;hover-overlay&quot;&gt;&lt;/span&gt;\n            Red Ripple\n        &lt;/a&gt;\n        &lt;a href=&quot;https://<span class=""highlight"">example.com</span> &h"
example-scan,2025-05-12 10:44:45,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/51753965
{'tags': ['javascript', 'jquery', 'ripple'], 'question_score': 1, 'is_accepted': False, 'answer_id': 79617073, 'is_answered': False, 'question_id': 51753965, 'item_type': 'answer', 'score': -1, 'last_activity_date': 1747013627, 'creation_date': 1747013499, 'body': 'here&#39;s the example code that looks similar to the typescript\nunlike other ripple button with this link example\n[https://css-tricks.com/how-to-recreate-the-ripple-effect-of-material-design-buttons/][1]\nbut with this code it&#39;s use the keyboard mouse and touch to start ripple effect on your button\nhere&#39;s the full code html with javascript and css\n\n\n\n\n\n\n\n\n', 'excerpt': 'data-hover-color=&quot;rgb(255, 51, 51)&quot; \n           data-text-color=&quot;rgb(255, 255, 255)&quot;&gt;\n            &lt;span class=&quot;hover-overlay&quot;&gt;&lt;/span&gt;\n            Red Ripple\n        &lt;/a&gt;\n        &lt;a href=&quot;https://<span class=""highlight"">example.com</span> &h"
example-scan,2025-05-12 10:49:11,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/52389486
{'tags': ['php', 'calendar', 'icalendar'], 'question_score': 6, 'is_accepted': False, 'answer_id': 79615586, 'is_answered': False, 'question_id': 52389486, 'item_type': 'answer', 'score': 0, 'last_activity_date': 1746887613, 'creation_date': 1746887613, 'body': '\nThe above answer didn&#39;t worked for me.\nI&#39;m still getting Unknown Organizer, and also when I add my event on google calendar it is showing unknownorganizer@calendar.google.com\n', 'excerpt': 'ORGANIZER;CN=John Smith:mailto:jsmith@<span class=""highlight"">example.com</span>\n\nThe above answer didn&#39;t worked for me. &hellip; ', 'title': 'Setting the organizer property in an iCalendar file (.ics)'}"
example-scan,2025-05-12 10:52:30,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/52389486
{'tags': ['php', 'calendar', 'icalendar'], 'question_score': 6, 'is_accepted': False, 'answer_id': 79615586, 'is_answered': False, 'question_id': 52389486, 'item_type': 'answer', 'score': 0, 'last_activity_date': 1746887613, 'creation_date': 1746887613, 'body': '\nThe above answer didn&#39;t worked for me.\nI&#39;m still getting Unknown Organizer, and also when I add my event on google calendar it is showing unknownorganizer@calendar.google.com\n', 'excerpt': 'ORGANIZER;CN=John Smith:mailto:jsmith@<span class=""highlight"">example.com</span>\n\nThe above answer didn&#39;t worked for me. &hellip; ', 'title': 'Setting the organizer property in an iCalendar file (.ics)'}"
